user_id,is_fraud,persona
USER00000306,0,normal
USER00000307,0,normal
USER00000308,0,normal
USER00000309,0,normal
USER00000310,0,normal
USER00000311,0,normal
USER00000312,0,normal
USER00000313,0,normal
USER00000314,0,normal
USER00000315,0,normal
USER00000316,0,normal
USER00000317,0,normal
USER00000318,0,normal
USER00000319,0,normal
USER00000320,0,normal
USER00000321,0,normal
USER00000322,0,normal
USER00000323,0,normal
USER00000324,0,normal
USER00000325,0,normal
USER00000326,0,normal
USER00000327,0,normal
USER00000328,0,normal
USER00000329,0,normal
USER00000330,0,normal
USER00000331,0,normal
USER00000332,0,normal
USER00000333,0,normal
USER00000334,0,normal
USER00000335,0,normal
USER00000336,0,normal
USER00000337,0,normal
USER00000338,0,normal
USER00000339,0,normal
USER00000340,0,normal
USER00000341,0,normal
USER00000342,0,normal
USER00000343,0,normal
USER00000344,0,normal
USER00000345,0,normal
USER00000346,0,normal
USER00000347,0,normal
USER00000348,0,normal
USER00000349,0,normal
USER00000350,0,normal
USER00000351,0,normal
USER00000352,1,high_value_abuser
USER00000353,0,normal
USER00000354,0,normal
USER00000355,0,normal
USER00000356,0,normal
USER00000357,0,normal
USER00000358,1,high_value_abuser
USER00000359,0,normal
USER00000360,0,normal
USER00000361,0,normal
USER00000362,0,normal
USER00000363,0,normal
USER00000364,0,normal
USER00000365,0,normal
USER00000366,0,normal
USER00000367,0,normal
USER00000368,0,normal
USER00000369,0,normal
USER00000370,0,normal
USER00000371,0,normal
USER00000372,0,normal
USER00000373,0,normal
USER00000374,0,normal
USER00000375,0,normal
USER00000376,0,normal
USER00000377,0,normal
USER00000378,0,normal
USER00000379,0,normal
USER00000380,0,normal
USER00000381,0,normal
USER00000382,1,wardrober
USER00000383,0,normal
USER00000384,0,normal
USER00000385,0,normal
USER00000386,0,normal
USER00000387,0,normal
USER00000388,0,normal
USER00000389,0,normal
USER00000390,0,normal
USER00000391,0,normal
USER00000392,0,normal
USER00000393,0,normal
USER00000394,0,normal
USER00000395,0,normal
USER00000396,0,normal
USER00000397,0,normal
USER00000398,1,wardrober
USER00000399,0,normal
USER00000400,0,normal
USER00000401,0,normal
USER00000402,0,normal
USER00000403,0,normal
USER00000404,0,normal
USER00000405,0,normal
USER00000406,0,normal
USER00000407,0,normal
USER00000408,0,normal
USER00000409,0,normal
USER00000410,0,normal
USER00000411,0,normal
USER00000412,0,normal
USER00000413,0,normal
USER00000414,0,normal
USER00000415,0,normal
USER00000416,0,normal
USER00000417,0,normal
USER00000418,0,normal
USER00000419,0,normal
USER00000420,0,normal
USER00000421,0,normal
USER00000422,0,normal
USER00000423,0,normal
USER00000424,0,normal
USER00000425,0,normal
USER00000426,0,normal
USER00000427,0,normal
USER00000428,1,serial_returner
USER00000429,0,normal
USER00000430,0,normal
USER00000431,0,normal
USER00000432,0,normal
USER00000433,0,normal
USER00000434,0,normal
USER00000435,0,normal
USER00000436,0,normal
USER00000437,0,normal
USER00000438,0,normal
USER00000439,0,normal
USER00000440,0,normal
USER00000441,1,high_value_abuser
USER00000442,0,normal
USER00000443,0,normal
USER00000444,0,normal
USER00000445,0,normal
USER00000446,0,normal
USER00000447,0,normal
USER00000448,0,normal
USER00000449,0,normal
USER00000450,0,normal
USER00000451,0,normal
USER00000452,0,normal
USER00000453,0,normal
USER00000454,0,normal
USER00000455,0,normal
USER00000456,0,normal
USER00000457,0,normal
USER00000458,0,normal
USER00000459,0,normal
USER00000460,0,normal
USER00000461,0,normal
USER00000462,0,normal
USER00000463,0,normal
USER00000464,0,normal
USER00000465,0,normal
USER00000466,0,normal
USER00000467,0,normal
USER00000468,1,wardrober
USER00000469,0,normal
USER00000470,0,normal
USER00000471,0,normal
USER00000472,0,normal
USER00000473,0,normal
USER00000474,0,normal
USER00000475,0,normal
USER00000476,0,normal
USER00000477,0,normal
USER00000478,0,normal
USER00000479,0,normal
USER00000480,0,normal
USER00000481,0,normal
USER00000482,0,normal
USER00000483,0,normal
USER00000484,0,normal
USER00000485,0,normal
USER00000486,0,normal
USER00000487,0,normal
USER00000488,0,normal
USER00000489,0,normal
USER00000490,1,high_value_abuser
USER00000491,0,normal
USER00000492,0,normal
USER00000493,0,normal
USER00000494,0,normal
USER00000495,0,normal
USER00000496,0,normal
USER00000497,0,normal
USER00000498,0,normal
USER00000499,0,normal
USER00000500,0,normal
USER00000501,0,normal
USER00000502,0,normal
USER00000503,0,normal
USER00000504,0,normal
USER00000505,0,normal
USER00000506,0,normal
USER00000507,0,normal
USER00000508,0,normal
USER00000509,0,normal
USER00000510,0,normal
USER00000511,0,normal
USER00000512,0,normal
USER00000513,0,normal
USER00000514,0,normal
USER00000515,0,normal
USER00000516,0,normal
USER00000517,0,normal
USER00000518,0,normal
USER00000519,1,wardrober
USER00000520,0,normal
USER00000521,0,normal
USER00000522,0,normal
USER00000523,0,normal
USER00000524,0,normal
USER00000525,0,normal
USER00000526,0,normal
USER00000527,0,normal
USER00000528,0,normal
USER00000529,0,normal
USER00000530,0,normal
USER00000531,0,normal
USER00000532,0,normal
USER00000533,0,normal
USER00000534,0,normal
USER00000535,0,normal
USER00000536,0,normal
USER00000537,0,normal
USER00000538,0,normal
USER00000539,0,normal
USER00000540,1,wardrober
USER00000541,0,normal
USER00000542,0,normal
USER00000543,0,normal
USER00000544,0,normal
USER00000545,0,normal
USER00000546,0,normal
USER00000547,0,normal
USER00000548,0,normal
USER00000549,0,normal
USER00000550,0,normal
USER00000551,0,normal
USER00000552,0,normal
USER00000553,0,normal
USER00000554,0,normal
USER00000555,0,normal
USER00000556,0,normal
USER00000557,0,normal
USER00000558,0,normal
USER00000559,0,normal
USER00000560,0,normal
USER00000561,0,normal
USER00000562,0,normal
USER00000563,0,normal
USER00000564,0,normal
USER00000565,0,normal
USER00000566,0,normal
USER00000567,0,normal
USER00000568,0,normal
USER00000569,0,normal
USER00000570,0,normal
USER00000571,0,normal
USER00000572,0,normal
USER00000573,0,normal
USER00000574,0,normal
USER00000575,0,normal
USER00000576,0,normal
USER00000577,0,normal
USER00000578,0,normal
USER00000579,0,normal
USER00000580,0,normal
USER00000581,0,normal
USER00000582,0,normal
USER00000583,0,normal
USER00000584,0,normal
USER00000585,0,normal
USER00000586,0,normal
USER00000587,0,normal
USER00000588,0,normal
USER00000589,0,normal
USER00000590,0,normal
USER00000591,0,normal
USER00000592,0,normal
USER00000593,0,normal
USER00000594,0,normal
USER00000595,0,normal
USER00000596,0,normal
USER00000597,0,normal
USER00000598,0,normal
USER00000599,0,normal
USER00000600,0,normal
USER00000601,0,normal
USER00000602,0,normal
USER00000603,0,normal
USER00000604,0,normal
USER00000605,1,wardrober
USER00000606,0,normal
USER00000607,0,normal
USER00000608,0,normal
USER00000609,0,normal
USER00000610,0,normal
USER00000611,1,high_value_abuser
USER00000612,0,normal
USER00000613,0,normal
USER00000614,0,normal
USER00000615,0,normal
USER00000616,0,normal
USER00000617,0,normal
USER00000618,0,normal
USER00000619,0,normal
USER00000620,0,normal
USER00000621,0,normal
USER00000622,0,normal
USER00000623,0,normal
USER00000624,0,normal
USER00000625,0,normal
USER00000626,0,normal
USER00000627,0,normal
USER00000628,0,normal
USER00000629,0,normal
USER00000630,0,normal
USER00000631,0,normal
USER00000632,0,normal
USER00000633,0,normal
USER00000634,0,normal
USER00000635,0,normal
USER00000636,0,normal
USER00000637,0,normal
USER00000638,0,normal
USER00000639,0,normal
USER00000640,0,normal
USER00000641,0,normal
USER00000642,0,normal
USER00000643,0,normal
USER00000644,0,normal
USER00000645,0,normal
USER00000646,0,normal
USER00000647,0,normal
USER00000648,0,normal
USER00000649,0,normal
USER00000650,0,normal
USER00000651,0,normal
USER00000652,0,normal
USER00000653,0,normal
USER00000654,0,normal
USER00000655,0,normal
USER00000656,0,normal
USER00000657,0,normal
USER00000658,0,normal
USER00000659,0,normal
USER00000660,0,normal
USER00000661,0,normal
USER00000662,0,normal
USER00000663,0,normal
USER00000664,0,normal
USER00000665,0,normal
USER00000666,1,high_value_abuser
USER00000667,0,normal
USER00000668,0,normal
USER00000669,0,normal
USER00000670,0,normal
USER00000671,0,normal
USER00000672,0,normal
USER00000673,0,normal
USER00000674,0,normal
USER00000675,0,normal
USER00000676,1,wardrober
USER00000677,0,normal
USER00000678,0,normal
USER00000679,0,normal
USER00000680,0,normal
USER00000681,0,normal
USER00000682,0,normal
USER00000683,0,normal
USER00000684,0,normal
USER00000685,0,normal
USER00000686,0,normal
USER00000687,0,normal
USER00000688,0,normal
USER00000689,0,normal
USER00000690,0,normal
USER00000691,1,high_value_abuser
USER00000692,0,normal
USER00000693,0,normal
USER00000694,0,normal
USER00000695,0,normal
USER00000696,0,normal
USER00000697,0,normal
USER00000698,0,normal
USER00000699,0,normal
USER00000700,0,normal
USER00000701,0,normal
USER00000702,0,normal
USER00000703,0,normal
USER00000704,0,normal
USER00000705,0,normal
USER00000706,0,normal
USER00000707,0,normal
USER00000708,0,normal
USER00000709,0,normal
USER00000710,0,normal
USER00000711,0,normal
USER00000712,0,normal
USER00000713,0,normal
USER00000714,0,normal
USER00000715,0,normal
USER00000716,0,normal
USER00000717,0,normal
USER00000718,0,normal
USER00000719,0,normal
USER00000720,0,normal
USER00000721,0,normal
USER00000722,0,normal
USER00000723,0,normal
USER00000724,0,normal
USER00000725,0,normal
USER00000726,0,normal
USER00000727,0,normal
USER00000728,0,normal
USER00000729,0,normal
USER00000730,0,normal
USER00000731,0,normal
USER00000732,0,normal
USER00000733,0,normal
USER00000734,0,normal
USER00000735,0,normal
USER00000736,0,normal
USER00000737,0,normal
USER00000738,0,normal
USER00000739,0,normal
USER00000740,0,normal
USER00000741,0,normal
USER00000742,0,normal
USER00000743,0,normal
USER00000744,0,normal
USER00000745,0,normal
USER00000746,0,normal
USER00000747,0,normal
USER00000748,0,normal
USER00000749,0,normal
USER00000750,0,normal
USER00000751,0,normal
USER00000752,0,normal
USER00000753,0,normal
USER00000754,0,normal
USER00000755,0,normal
USER00000756,0,normal
USER00000757,0,normal
USER00000758,0,normal
USER00000759,0,normal
USER00000760,0,normal
USER00000761,0,normal
USER00000762,0,normal
USER00000763,0,normal
USER00000764,0,normal
USER00000765,0,normal
USER00000766,0,normal
USER00000767,0,normal
USER00000768,0,normal
USER00000769,0,normal
USER00000770,0,normal
USER00000771,0,normal
USER00000772,1,wardrober
USER00000773,0,normal
USER00000774,0,normal
USER00000775,0,normal
USER00000776,0,normal
USER00000777,0,normal
USER00000778,0,normal
USER00000779,0,normal
USER00000780,0,normal
USER00000781,0,normal
USER00000782,0,normal
USER00000783,0,normal
USER00000784,0,normal
USER00000785,0,normal
USER00000786,0,normal
USER00000787,0,normal
USER00000788,0,normal
USER00000789,0,normal
USER00000790,0,normal
USER00000791,0,normal
USER00000792,0,normal
USER00000793,0,normal
USER00000794,0,normal
USER00000795,0,normal
USER00000796,0,normal
USER00000797,1,high_value_abuser
USER00000798,0,normal
USER00000799,0,normal
USER00000800,0,normal
USER00000801,0,normal
USER00000802,0,normal
USER00000803,0,normal
USER00000804,0,normal
USER00000805,0,normal
USER00000806,0,normal
USER00000807,0,normal
USER00000808,0,normal
USER00000809,0,normal
USER00000810,0,normal
USER00000811,0,normal
USER00000812,1,wardrober
USER00000813,1,high_value_abuser
USER00000814,0,normal
USER00000815,0,normal
USER00000816,0,normal
USER00000817,0,normal
USER00000818,0,normal
USER00000819,0,normal
USER00000820,0,normal
USER00000821,0,normal
USER00000822,0,normal
USER00000823,0,normal
USER00000824,0,normal
USER00000825,0,normal
USER00000826,0,normal
USER00000827,0,normal
USER00000828,0,normal
USER00000829,0,normal
USER00000830,0,normal
USER00000831,0,normal
USER00000832,0,normal
USER00000833,0,normal
USER00000834,0,normal
USER00000835,0,normal
USER00000836,0,normal
USER00000837,0,normal
USER00000838,0,normal
USER00000839,0,normal
USER00000840,0,normal
USER00000841,0,normal
USER00000842,0,normal
USER00000843,0,normal
USER00000844,0,normal
USER00000845,0,normal
USER00000846,0,normal
USER00000847,0,normal
USER00000848,0,normal
USER00000849,0,normal
USER00000850,0,normal
USER00000851,0,normal
USER00000852,0,normal
USER00000853,0,normal
USER00000854,0,normal
USER00000855,0,normal
USER00000856,0,normal
USER00000857,0,normal
USER00000858,0,normal
USER00000859,0,normal
USER00000860,1,serial_returner
USER00000861,0,normal
USER00000862,0,normal
USER00000863,0,normal
USER00000864,0,normal
USER00000865,0,normal
USER00000866,0,normal
USER00000867,0,normal
USER00000868,0,normal
USER00000869,0,normal
USER00000870,0,normal
USER00000871,0,normal
USER00000872,0,normal
USER00000873,0,normal
USER00000874,0,normal
USER00000875,0,normal
USER00000876,0,normal
USER00000877,0,normal
USER00000878,0,normal
USER00000879,0,normal
USER00000880,0,normal
USER00000881,0,normal
USER00000882,0,normal
USER00000883,0,normal
USER00000884,0,normal
USER00000885,0,normal
USER00000886,0,normal
USER00000887,0,normal
USER00000888,0,normal
USER00000889,0,normal
USER00000890,1,wardrober
USER00000891,0,normal
USER00000892,0,normal
USER00000893,0,normal
USER00000894,0,normal
USER00000895,0,normal
USER00000896,0,normal
USER00000897,0,normal
USER00000898,0,normal
USER00000899,0,normal
USER00000900,0,normal
USER00000901,0,normal
USER00000902,0,normal
USER00000903,0,normal
USER00000904,0,normal
USER00000905,0,normal
USER00000906,0,normal
USER00000907,0,normal
USER00000908,0,normal
USER00000909,0,normal
USER00000910,1,serial_returner
USER00000911,0,normal
USER00000912,0,normal
USER00000913,0,normal
USER00000914,0,normal
USER00000915,0,normal
USER00000916,0,normal
USER00000917,0,normal
USER00000918,0,normal
USER00000919,0,normal
USER00000920,0,normal
USER00000921,0,normal
USER00000922,0,normal
USER00000923,0,normal
USER00000924,0,normal
USER00000925,0,normal
USER00000926,0,normal
USER00000927,0,normal
USER00000928,0,normal
USER00000929,0,normal
USER00000930,0,normal
USER00000931,0,normal
USER00000932,0,normal
USER00000933,0,normal
USER00000934,0,normal
USER00000935,0,normal
USER00000936,0,normal
USER00000937,0,normal
USER00000938,0,normal
USER00000939,0,normal
USER00000940,0,normal
USER00000941,0,normal
USER00000942,0,normal
USER00000943,0,normal
USER00000944,0,normal
USER00000945,0,normal
USER00000946,0,normal
USER00000947,0,normal
USER00000948,0,normal
USER00000949,0,normal
USER00000950,0,normal
USER00000951,0,normal
USER00000952,0,normal
USER00000953,0,normal
USER00000954,0,normal
USER00000955,0,normal
USER00000956,0,normal
USER00000957,0,normal
USER00000958,0,normal
USER00000959,0,normal
USER00000960,0,normal
USER00000961,0,normal
USER00000962,0,normal
USER00000963,0,normal
USER00000964,0,normal
USER00000965,0,normal
USER00000966,0,normal
USER00000967,0,normal
USER00000968,0,normal
USER00000969,0,normal
USER00000970,0,normal
USER00000971,0,normal
USER00000972,0,normal
USER00000973,0,normal
USER00000974,0,normal
USER00000975,0,normal
USER00000976,0,normal
USER00000977,0,normal
USER00000978,0,normal
USER00000979,0,normal
USER00000980,0,normal
USER00000981,0,normal
USER00000982,0,normal
USER00000983,0,normal
USER00000984,0,normal
USER00000985,0,normal
USER00000986,0,normal
USER00000987,0,normal
USER00000988,0,normal
USER00000989,0,normal
USER00000990,0,normal
USER00000991,0,normal
USER00000992,0,normal
USER00000993,0,normal
USER00000994,0,normal
USER00000995,1,serial_returner
USER00000996,0,normal
USER00000997,0,normal
USER00000998,0,normal
USER00000999,0,normal
USER00001000,0,normal
USER00001001,0,normal
USER00001002,1,high_value_abuser
USER00001003,0,normal
USER00001004,0,normal
USER00001005,0,normal
USER00001006,0,normal
USER00001007,0,normal
USER00001008,0,normal
USER00001009,0,normal
USER00001010,0,normal
USER00001011,0,normal
USER00001012,0,normal
USER00001013,0,normal
USER00001014,0,normal
USER00001015,0,normal
USER00001016,0,normal
USER00001017,0,normal
USER00001018,0,normal
USER00001019,0,normal
USER00001020,0,normal
USER00001021,0,normal
USER00001022,0,normal
USER00001023,0,normal
USER00001024,0,normal
USER00001025,0,normal
USER00001026,0,normal
USER00001027,0,normal
USER00001028,0,normal
USER00001029,0,normal
USER00001030,0,normal
USER00001031,0,normal
USER00001032,0,normal
USER00001033,0,normal
USER00001034,0,normal
USER00001035,0,normal
USER00001036,0,normal
USER00001037,0,normal
USER00001038,0,normal
USER00001039,0,normal
USER00001040,0,normal
USER00001041,0,normal
USER00001042,0,normal
USER00001043,0,normal
USER00001044,0,normal
USER00001045,0,normal
USER00001046,0,normal
USER00001047,0,normal
USER00001048,0,normal
USER00001049,0,normal
USER00001050,0,normal
USER00001051,0,normal
USER00001052,0,normal
USER00001053,0,normal
USER00001054,0,normal
USER00001055,0,normal
USER00001056,0,normal
USER00001057,0,normal
USER00001058,0,normal
USER00001059,0,normal
USER00001060,0,normal
USER00001061,0,normal
USER00001062,0,normal
USER00001063,0,normal
USER00001064,0,normal
USER00001065,0,normal
USER00001066,0,normal
USER00001067,0,normal
USER00001068,0,normal
USER00001069,0,normal
USER00001070,0,normal
USER00001071,0,normal
USER00001072,0,normal
USER00001073,0,normal
USER00001074,0,normal
USER00001075,0,normal
USER00001076,0,normal
USER00001077,0,normal
USER00001078,0,normal
USER00001079,0,normal
USER00001080,0,normal
USER00001081,0,normal
USER00001082,0,normal
USER00001083,0,normal
USER00001084,0,normal
USER00001085,0,normal
USER00001086,0,normal
USER00001087,0,normal
USER00001088,0,normal
USER00001089,0,normal
USER00001090,0,normal
USER00001091,0,normal
USER00001092,0,normal
USER00001093,0,normal
USER00001094,0,normal
USER00001095,0,normal
USER00001096,0,normal
USER00001097,0,normal
USER00001098,0,normal
USER00001099,0,normal
USER00001100,0,normal
USER00001101,0,normal
USER00001102,0,normal
USER00001103,0,normal
USER00001104,0,normal
USER00001105,0,normal
USER00001106,0,normal
USER00001107,0,normal
USER00001108,0,normal
USER00001109,0,normal
USER00001110,0,normal
USER00001111,0,normal
USER00001112,0,normal
USER00001113,0,normal
USER00001114,0,normal
USER00001115,0,normal
USER00001116,0,normal
USER00001117,0,normal
USER00001118,0,normal
USER00001119,0,normal
USER00001120,1,high_value_abuser
USER00001121,0,normal
USER00001122,0,normal
USER00001123,0,normal
USER00001124,0,normal
USER00001125,0,normal
USER00001126,0,normal
USER00001127,0,normal
USER00001128,0,normal
USER00001129,0,normal
USER00001130,0,normal
USER00001131,0,normal
USER00001132,0,normal
USER00001133,0,normal
USER00001134,0,normal
USER00001135,0,normal
USER00001136,0,normal
USER00001137,0,normal
USER00001138,0,normal
USER00001139,0,normal
USER00001140,0,normal
USER00001141,0,normal
USER00001142,0,normal
USER00001143,0,normal
USER00001144,0,normal
USER00001145,0,normal
USER00001146,0,normal
USER00001147,0,normal
USER00001148,0,normal
USER00001149,0,normal
USER00001150,0,normal
USER00001151,0,normal
USER00001152,0,normal
USER00001153,0,normal
USER00001154,0,normal
USER00001155,0,normal
USER00001156,0,normal
USER00001157,0,normal
USER00001158,0,normal
USER00001159,0,normal
USER00001160,0,normal
USER00001161,0,normal
USER00001162,0,normal
USER00001163,0,normal
USER00001164,0,normal
USER00001165,0,normal
USER00001166,0,normal
USER00001167,0,normal
USER00001168,0,normal
USER00001169,0,normal
USER00001170,0,normal
USER00001171,0,normal
USER00001172,0,normal
USER00001173,0,normal
USER00001174,0,normal
USER00001175,0,normal
USER00001176,0,normal
USER00001177,1,serial_returner
USER00001178,0,normal
USER00001179,0,normal
USER00001180,0,normal
USER00001181,0,normal
USER00001182,0,normal
USER00001183,0,normal
USER00001184,1,serial_returner
USER00001185,0,normal
USER00001186,0,normal
USER00001187,0,normal
USER00001188,0,normal
USER00001189,0,normal
USER00001190,0,normal
USER00001191,0,normal
USER00001192,0,normal
USER00001193,0,normal
USER00001194,0,normal
USER00001195,0,normal
USER00001196,0,normal
USER00001197,0,normal
USER00001198,0,normal
USER00001199,0,normal
USER00001200,0,normal
USER00001201,0,normal
USER00001202,0,normal
USER00001203,0,normal
USER00001204,0,normal
USER00001205,0,normal
USER00001206,0,normal
USER00001207,0,normal
USER00001208,0,normal
USER00001209,0,normal
USER00001210,0,normal
USER00001211,0,normal
USER00001212,0,normal
USER00001213,0,normal
USER00001214,0,normal
USER00001215,0,normal
USER00001216,0,normal
USER00001217,0,normal
USER00001218,0,normal
USER00001219,0,normal
USER00001220,0,normal
USER00001221,0,normal
USER00001222,0,normal
USER00001223,0,normal
USER00001224,0,normal
USER00001225,0,normal
USER00001226,0,normal
USER00001227,0,normal
USER00001228,0,normal
USER00001229,0,normal
USER00001230,0,normal
USER00001231,0,normal
USER00001232,0,normal
USER00001233,0,normal
USER00001234,0,normal
USER00001235,0,normal
USER00001236,0,normal
USER00001237,0,normal
USER00001238,0,normal
USER00001239,0,normal
USER00001240,0,normal
USER00001241,0,normal
USER00001242,0,normal
USER00001243,0,normal
USER00001244,0,normal
USER00001245,0,normal
USER00001246,0,normal
USER00001247,0,normal
USER00001248,0,normal
USER00001249,0,normal
USER00001250,0,normal
USER00001251,0,normal
USER00001252,0,normal
USER00001253,0,normal
USER00001254,0,normal
USER00001255,0,normal
USER00001256,0,normal
USER00001257,0,normal
